score,y
0.006482692335572958,0
0.002415017851431929,0
0.30669152772034697,0
0.0019465868011781587,0
0.003946605714813323,0
0.008066925660639627,0
0.002199621011871304,0
0.004864760547520769,0
0.0024609715882977913,0
0.0027599576896873944,0
0.0016072841882323755,0
0.0038750197559629653,0
0.028194233724788402,0
0.0015526595900396303,0
0.011742007185501502,0
0.002186343537109428,0
0.004202527435225089,0
0.0035193651676647462,0
0.007335073007707906,0
0.007079446297193817,0
0.0050156566478357706,0
0.008516165184547841,0
0.005695860448997882,0
0.005407536381967072,0
0.005852653923923369,0
0.0041946050041834215,0
0.0020980855347355557,0
0.0018455640539351427,0
0.006208044859270998,0
0.003930338334737679,0
0.004590314121586291,0
0.008575977336134211,0
0.0014816937872810139,0
0.005452825832664489,0
0.012003269075436447,0
0.003042947681793448,0
0.005320480924082835,0
0.0030418963110952464,0
0.0036195088653280345,0
0.008731274275248715,0
0.0034532124180320875,0
0.004829654675874771,0
0.0027202734164143544,0
0.003091567129125285,0
0.01441261124852713,0
0.0035046623387894457,0
0.0036493608065451518,0
0.0032090756345141565,0
0.00446958291792426,0
0.004009915443348651,0
0.026285337959040277,0
0.007900471130265674,0
0.0018521693283615973,0
0.00186864672059025,0
0.007190128333617813,0
0.010274685747240568,0
0.0058197382642281685,0
0.004957743706315882,0
0.0014433707199778495,0
0.0024993427763145824,0
0.003408830499481547,0
0.0026676692573772377,0
0.024408007529287064,0
0.005149488617657314,0
0.007872061816619385,0
0.02003161681982528,0
0.01061729147487713,0
0.0033189482963570565,0
0.010258876081419625,0
0.005798751351117249,0
0.002439773707120513,0
0.0025844398205885433,0
0.003483117227097542,0
0.0043473530938473335,0
0.007149510157287247,0
0.0043317303865477805,0
0.007468802767011705,0
0.013663878981531284,0
0.002576561695448715,0
0.004915404843658474,0
0.006748309542498566,0
0.0075565900841230325,0
0.0034413214257079756,0
0.0067985506230941566,0
0.003142853224195898,0
0.0026258730200620054,0
0.0018995771477270172,0
0.013852348164218951,0
0.006396805843736893,0
0.002966526773530172,0
0.0034612887249544358,0
0.0030343957523272505,0
0.0034575307766383087,0
0.0020098352426748817,0
0.0024567301328436647,0
0.0042770924538221245,0
0.003238283769382994,0
0.0027583937179604195,0
0.002830503580243668,0
0.002603892345509847,0
0.004080008147946611,0
0.0020102246018626996,0
0.002506020380559977,0
0.006116162575795355,0
0.003208566286349087,0
0.0024948455164709735,0
0.019882319155397066,0
0.0029378455296443914,0
0.004261733393406666,0
0.0036485114497387936,0
0.05428728836787317,0
0.0018705758533766603,0
0.009006965880061484,0
0.002704833287677552,0
0.004895487169469452,0
0.0013597131172699754,0
0.0037320974831585923,0
0.008228540238523409,0
0.0019342970407246697,0
0.003632475290670036,0
0.007854366674391038,0
0.0051355672163755604,0
0.0015400134797125776,0
0.0020667599814724325,0
0.008040230472895376,0
0.0028900483711007093,0
0.011960276129080242,0
0.004123327214759473,0
0.008823390694318766,0
0.004083250744886978,0
0.01655869693279161,0
0.00766937245152135,0
0.0033903938059042633,0
0.015090321131192321,0
0.005987700657430746,0
0.00412147668829269,0
0.0025710865214793707,0
0.01505490821928075,1
0.058519171485215606,1
0.011017139288263434,1
0.010202317222613258,1
0.002813478379206621,1
0.0028244286492009833,1
0.022144179187859936,1
0.010237484430771007,1
0.04371998944603281,1
0.00801301795416563,1
0.004651555319771425,1
0.01216807543103465,1
0.0037866308533110317,1
0.00718498144757108,1
0.0022835991032013284,1
0.014181728117930737,1
0.004110670247975683,1
0.06209496472972847,1
0.006468128375208755,1
0.01671794132733192,1
0.029827906511940422,1
0.003339447034221976,1
0.042232859291412274,1
0.007611582647445541,1
0.014520019465578134,1
0.01537624030830235,1
0.007340081707756625,1
0.006824481732160278,1
0.006817584238618178,1
0.015196149789854457,1
0.0035655542299994998,1
0.0038450827951666032,1
0.005990672281043593,1
0.0038106813110440345,1
0.011153757643079958,1
0.010334785827506658,1
0.018573575987957912,1
0.0018863135271877946,1
0.0027705333211682287,1
0.006100352993710891,1
0.006682428196394538,1
0.015254865874513777,1
0.006621476121139247,1
0.0018705758533766603,1
0.027046697057939155,1
0.008392934386271327,1
0.09845894326332309,1
0.002185533837773322,1
0.004986872232832062,1
0.004538495679542692,1
0.014575891306614052,1
0.0075255088315819285,1
0.009332901143235343,1
0.01908988791402397,1
0.06334684962946364,1
0.038042517115627075,1
0.0042632906340778,1
0.005784342974211816,1
0.02001861016327221,1
0.008884906655167281,1
0.004832835950140164,1
0.004163731147895173,1
0.02135829424735165,1
0.0043021869240581975,1
0.0110074751169381,1
0.021389477663876093,1
0.004760844178342545,1
0.0030153255770445776,1
0.029851423544814303,1
0.014313067699149067,1
0.005609854627626617,1
0.027718370354516225,1
