score,y
0.001672712553370334,1
0.0032778865585236625,1
0.01041250757575396,1
0.006118442957682169,1
0.007721200117656412,1
0.013615429097108429,1
0.035459773950675934,1
0.0020476869604129236,1
0.050109682115226345,1
0.012244033447862693,1
0.00851224940781674,1
0.005393689798509554,1
0.013319410590100542,1
0.008783828620243708,1
0.02088323989406609,1
0.04854837065173252,1
0.006742281537157343,1
0.003563895509684103,1
0.001694273247297242,1
0.014417580988752749,1
0.009527459094079668,1
0.01328262290555433,1
0.0046241219883800195,1
0.012088652341506433,1
0.003915210995955368,1
0.005659704548893332,1
0.0039293475639396655,1
0.015190958360192373,1
0.014371955877606698,1
0.011855393715731527,1
0.03061357248602441,1
0.029818998742431376,1
0.01887759933884015,1
0.0038832778768680977,1
0.005137072984204876,1
0.01228595409689103,1
0.021083858382569973,1
0.016863873224517396,1
0.0060191664194041445,1
0.0025408106996052705,1
0.01763320527199906,1
0.0022192271267423482,1
0.005331438698891434,1
0.007245575509006004,1
0.010726541150106558,1
0.004529231132233287,1
0.006502789099188629,1
0.6501363570667936,1
0.01111272146914596,1
0.00159550937339291,1
0.013107658659288857,1
0.017832826648039785,1
0.00970796274014124,1
0.015294051923755382,1
0.006779531421828535,1
0.021400437593963408,1
0.0658819039582148,1
0.018964180119490935,1
0.012740656477059005,1
0.016762177237054535,1
0.01205955530029622,1
0.016437205153786733,1
0.009538088092763323,1
0.01339650456336455,1
0.019819596837843456,1
