score,y
0.008742847533601078,0
0.009293995491354647,0
0.007004385161740088,0
0.022892410750573747,0
0.01087533877111014,0
0.012553118538856472,0
0.010166957182668926,0
0.04675955347257039,0
0.023468584706677724,0
0.027239570124337545,0
0.06785786536833441,0
0.053398417420913245,0
0.057274514877365915,0
0.024909862659782674,1
0.022654876360860374,1
0.027599251604840024,1
0.012631795900745011,1
0.018392219712533027,1
0.03047500115128281,1
0.01621140588008705,1
0.024254724421168106,1
0.13523857507759177,1
0.020119726242948853,1
0.01787060301325249,1
0.10861839183812,1
0.04023284354385609,1
