score,y
0.003584324387037957,0
0.03432440139171881,0
0.005033131217149932,0
0.015605397548913671,0
0.008478354769902802,0
0.007425330106773483,0
0.0062350472155949625,0
0.0076504346207869325,0
0.007053958639623551,0
0.010210293358154628,0
0.007621163493043273,0
0.007165465611411422,0
0.006861427592388427,0
0.011386758209131733,0
0.007349842697269793,0
0.005097768806029768,0
0.00466940421260911,0
0.005797328309836785,0
0.015375267685371995,0
0.0042379347389762305,0
0.007526699471714516,0
0.00505008683817782,0
0.010597336313033522,0
0.00952325923986848,0
0.017438120389118947,0
0.007431300911339305,0
0.02279584352337646,0
0.006716726229282325,0
0.00687802248516089,0
0.01307485699944812,0
0.005089365380441285,0
0.008437445322566272,0
0.0029542284430956398,0
0.006277967089058593,0
0.01157440591623376,1
0.008869046809875656,1
0.00846470013809332,1
0.017700215735652974,1
0.004308998711854148,1
0.04242710279596509,1
0.013953217509831839,1
0.0040067440694550194,1
0.01082697079121631,1
0.005764861236837563,1
0.00850460786959139,1
0.0057809165014652605,1
0.010367641345755544,1
0.03011179788600282,1
0.007043395339420539,1
0.0321336858299333,1
0.005721360994765143,1
0.006958050130361461,1
0.014468659939887408,1
0.009329074411054496,1
0.00334708007224864,1
0.015581817179609806,1
0.012777038963258287,1
0.006555293077932055,1
0.006995633732589463,1
0.030111392668802,1
0.026745880174475982,1
0.03297499952348491,1
0.004408173062217792,1
0.006761125712685249,1
0.015162891566281748,1
0.0035229738076521617,1
0.02603035063660991,1
0.011048989700292389,1
