cluster1,cluster2,cluster12
0.9956111476848803,0.970042194092827,1.0
0.004296011208453605,0.027848101265822784,0.0
9.284110666599146e-05,0.0016877637130801688,0.0
0.0,0.0004219409282700422,0.0
