coefficients,standard_error,wald_statistics,p_value,feature
0.3164313219626251,0.026829355780892458,11.794219904004688,0.0,事故位置大類別名稱
-0.10717989004622236,0.013830485533244601,-7.749539218170759,9.325873406851315e-15,光線名稱
0.10840008001220312,0.014518810754976887,7.466181758381607,8.260059303211165e-14,車道劃分設施-分向設施大類別名稱
-0.16365776224752523,0.027105191596206286,-6.037875130549942,1.5615682080749593e-09,道路型態大類別名稱
-0.05485601299510746,0.014338748518446352,-3.8257183271285435,0.00013039131366299195,道路類別-第1當事者-名稱
0.04950930041612592,0.014679196711320562,3.3727527050539803,0.0007442075998920217,號誌-號誌種類名稱
0.041728873487727046,0.015158743525241465,2.7527923681961193,0.0059089358780368695,車道劃分設施-分道設施-快慢車道間名稱
-0.039196164347869565,0.014637282954335251,-2.677830610377078,0.007410068232021949,車道劃分設施-分道設施-快車道或一般車道間名稱
0.018226979654621105,0.014490433924726232,1.2578629286952474,0.20844133260932374,車道劃分設施-分道設施-路面邊線名稱
0.0,316.2277660168379,0.0,1.0,速限-第1當事者
